Ticker,Tier,Price,P/E,Sector,Z-Score,ROIC %,Op Margin %,Avg Margin (4Y),Curr Ratio,Int Cov,Mkt Cap (B)
PNG.V,Strong,6.79,97.0,Technology,32.02,8.88,15.75,3.63,7.305,36.38,2.08
CLS.TO,Strong,414.7,49.37,Technology,9.13,19.69,10.32,4.51,1.468,11.21,47.71
SES.TO,Strong,17.46,35.63,Industrials,7.67,47.38,2.91,1.64,1.21,16.84,3.81
BDT.TO,Strong,29.24,17.2,Industrials,3.27,19.95,5.02,3.33,1.284,8.48,1.62
MFI.TO,Strong,24.87,16.05,Consumer Defensive,2.21,8.52,5.98,3.01,1.466,1.91,3.1
